EVALUACION_ID,ZONA_ID,ZONA_NOMBRE,REGION,PROVINCIA,DISTRITO,LATITUD,LONGITUD,ALTITUD_MSNM,SUPERFICIE_HA,TIPO_YACIMIENTO,MINERAL_PRINCIPAL,CONCESION_ID,ESTADO_CONCESION,EMPRESA_OPERADORA,ACCESIBILIDAD_SCORE,DISPONIBILIDAD_AGUA_SCORE,DISTANCIA_VIA_PRINCIPAL_KM,DISTANCIA_PLANTA_KM,FASE_EXPLORACION,ANIO,TRIMESTRE,MES,FECHA_EVALUACION,EVALUADOR,METODO_EVALUACION,SISMICIDAD_INDICE,DISTANCIA_FALLA_GEOLOGICA_KM,ESTABILIDAD_TALUD_SCORE,PENDIENTE_PROMEDIO_PCT,NIVEL_FREATICO_M,CAUDAL_INFILTRACION_LPS,POTENCIAL_DRENAJE_ACIDO_PH,EVENTOS_GEOLOGICOS_12M,DISTANCIA_AREA_PROTEGIDA_KM,DISTANCIA_CUERPO_AGUA_KM,INDICE_ESTRES_HIDRICO,COBERTURA_VEGETAL_PCT,CALIDAD_AIRE_PM10_UGM3,PASIVOS_AMBIENTALES_NUM,ESPECIES_SENSIBLES_NUM,CONSUMO_AGUA_M3_MES,HUELLA_CARBONO_TCO2E_MES,COMUNIDADES_INFLUENCIA_NUM,POBLACION_INFLUENCIA,DISTANCIA_COMUNIDAD_KM,CONFLICTOS_REGISTRADOS_12M,DIAS_PARALIZACION_12M,INDICE_ACEPTACION_SOCIAL,CONVENIOS_VIGENTES_NUM,EMPLEO_LOCAL_PCT,IDH_DISTRITAL,POBREZA_DISTRITAL_PCT,QUEJAS_REGISTRADAS_12M,COSTO_MITIGACION_EJECUTADO_USD,ACCIONES_MITIGACION_NUM,ESTADO_REVISION,REVISOR_ASIGNADO,DECISION_ESPECIALISTA,FECHA_DECISION,COMENTARIO_REVISION,MONEDA
EVR-000040,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Evaluacion Economica,2022,Q3,2022-09,2022-09-17,A. Quispe,Matriz multicriterio,6.67,7.31,2.51,41.1,31.9,26.23,4.58,3,71.34,13.08,0.147,41.7,70.0,4,2,5284.3,44.7,7,13641,11.88,9,33,0.433,2,6.0,0.436,39.7,23,442591.14,4,Revisada,L. Chavez,Continuar con monitoreo,2022-10-08,Aprobado condicionado a plan de manejo de aguas acidas,USD
EVR-000041,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Prospeccion,2022,Q4,2022-10,2022-10-15,R. Salazar,Analisis documental,9.0,7.31,1.96,41.1,24.5,28.27,4.77,4,71.34,13.08,0.17,2.0,42.7,5,2,8549.1,845.5,7,13641,11.88,6,9,0.221,2,15.2,0.436,39.7,34,437733.8,2,Rechazada,A. Quispe,Suspender actividades,2022-10-29,Observado por cercania a area natural protegida,USD
EVR-000042,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Avanzada,2022,Q4,2022-11,2022-11-22,A. Quispe,Modelo estadistico,7.05,7.31,1.95,41.1,34.3,42.67,5.69,1,71.34,13.08,0.114,11.3,24.7,1,2,6404.9,35,7,13641,11.88,8,38,0.333,3,33.0,0.436,39.7,34,195635.61,7,Pendiente,L. Chavez,,,,USD
EVR-000043,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Avanzada,2022,Q4,2022-12,2022-12-26,A. Quispe,Inspeccion de campo,7.86,7.31,1.75,41.1,1.7,45.07,5.78,5,71.34,13.08,0.05,10.1,20.0,4,2,7066.5,219.0,7,13641,11.88,9,7,0.24,2,5.0,0.436,39.7,25,712041.52,11,Aprobada,R. Salazar,Continuar exploracion,2023-01-02,Sin observaciones relevantes en el periodo evaluado,USD
EVR-000044,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Evaluacion Economica,2023,Q1,2023-01,2023-01-16,N. Bustamante,Inspeccion de campo,5.16,7.31,1.8,41.1,34.3,30.93,5.09,4,71.34,13.08,0.05,2.0,52.8,3,2,5440.2,35,7,13641,11.88,8,31,0.535,0,22.9,0.436,39.7,27,883927.98,7,Rechazada,S. Ccahuana,Suspender actividades,2023-01-30,Actualizar linea base de calidad de aire,USD
EVR-000045,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Prospeccion,2023,Q1,2023-02,2023-02-10,J. Mendoza,Analisis documental,5.57,7.31,2.32,41.1,5.3,34.84,5.78,5,71.34,13.08,0.153,34.3,79.7,4,2,800,684.2,7,13641,11.88,4,29,0.269,2,15.8,0.436,39.7,21,255752.32,7,Revisada,L. Chavez,Continuar con monitoreo,2023-03-03,Escalar a comite por conflictividad social creciente,USD
EVR-000046,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Evaluacion Economica,2023,Q1,2023-03,2023-03-01,M. Rojas,Inspeccion de campo,5.34,7.31,3.29,41.1,18.7,34.16,4.87,5,71.34,13.08,0.265,23.0,63.8,5,2,7745.0,1090.0,7,13641,11.88,7,17,0.148,6,38.0,0.436,39.7,23,361122.0,4,Rechazada,R. Salazar,Suspender actividades,2023-03-04,Riesgo aceptable con monitoreo trimestral,USD
EVR-000047,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Inicial,2023,Q2,2023-04,2023-04-13,J. Mendoza,Modelo estadistico,5.74,7.31,1.55,41.1,10.9,27.72,4.22,5,71.34,13.08,0.436,11.6,50.0,0,2,1823.6,35,7,13641,11.88,7,32,0.3,2,18.2,0.436,39.7,17,163150.86,6,Revisada,R. Salazar,Continuar con monitoreo,2023-04-26,Actualizar linea base de calidad de aire,USD
EVR-000048,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Avanzada,2023,Q2,2023-05,2023-05-08,D. Vargas,Analisis documental,6.5,7.31,1.48,41.1,35.9,39.82,4.2,4,71.34,13.08,0.345,13.8,29.2,6,2,800,624.7,7,13641,11.88,6,26,0.218,2,21.0,0.436,39.7,24,704459.59,6,Aprobada,C. Ticona,Continuar exploracion,2023-05-12,Aprobado condicionado a plan de manejo de aguas acidas,USD
EVR-000049,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Evaluacion Economica,2023,Q2,2023-06,2023-06-19,R. Salazar,Inspeccion de campo,6.32,7.31,2.36,41.1,43.9,30.99,3.76,4,71.34,13.08,0.05,12.6,80.7,1,2,18657.2,35,7,13641,11.88,9,9,0.271,2,27.2,0.436,39.7,28,236801.24,3,Observada,S. Ccahuana,Continuar con condiciones,2023-07-12,Se recomienda taller informativo con la comunidad de influencia directa,USD
EVR-000050,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Inicial,2023,Q3,2023-07,2023-07-19,P. Huaman,Inspeccion de campo,5.4,7.31,1.78,41.1,43.5,27.18,4.66,3,71.34,13.08,0.306,23.5,69.9,0,2,18281.5,420.4,7,13641,11.88,7,22,0.315,3,15.5,0.436,39.7,34,729758.18,4,Observada,L. Chavez,Continuar con condiciones,2023-08-13,Actualizar linea base de calidad de aire,USD
EVR-000051,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Inicial,2023,Q3,2023-08,2023-08-14,C. Ticona,Panel de expertos,5.65,7.31,2.89,41.1,22.6,33.03,4.25,2,71.34,13.08,0.229,12.3,12.0,3,2,800,752.7,7,13641,11.88,2,8,0.39,1,18.8,0.436,39.7,20,268106.62,7,Aprobada,J. Mendoza,Continuar exploracion,2023-09-02,Actualizar linea base de calidad de aire,USD
EVR-000052,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Avanzada,2023,Q3,2023-09,2023-09-06,L. Chavez,Panel de expertos,6.73,7.31,1.31,41.1,48.2,47.14,6.09,3,71.34,13.08,0.621,18.5,41.9,5,2,16916.0,524.4,7,13641,11.88,9,31,0.43,2,19.5,0.436,39.7,24,141156.1,5,En revision,L. Chavez,,,,USD
EVR-000053,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Prospeccion,2023,Q4,2023-10,2023-10-08,C. Ticona,Modelo estadistico,8.62,7.31,2.7,41.1,27.8,43.12,6.25,4,71.34,13.08,0.091,24.2,19.0,2,2,800,190.8,7,13641,11.88,7,17,0.265,3,18.3,0.436,39.7,17,175768.35,9,Rechazada,M. Rojas,Suspender actividades,2023-10-14,Actualizar linea base de calidad de aire,USD
EVR-000054,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Avanzada,2023,Q4,2023-11,2023-11-08,N. Bustamante,Modelo estadistico,6.71,7.31,2.26,41.1,29.7,29.04,4.4,4,71.34,13.08,0.269,18.7,25.0,5,2,9174.5,1018.5,7,13641,11.88,8,34,0.34,3,23.7,0.436,39.7,20,411064.88,4,Pendiente,C. Ticona,,,,USD
EVR-000055,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Inicial,2023,Q4,2023-12,2023-12-04,P. Huaman,Modelo estadistico,7.44,7.31,2.14,41.1,40.2,37.97,4.43,5,71.34,13.08,0.058,45.2,62.9,5,2,10347.2,326.5,7,13641,11.88,6,29,0.29,3,24.2,0.436,39.7,28,538637.25,8,Aprobada,R. Salazar,Continuar exploracion,2023-12-06,Observado por cercania a area natural protegida,USD
EVR-000056,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Avanzada,2024,Q1,2024-01,2024-01-22,P. Huaman,Matriz multicriterio,5.65,7.31,1.91,41.1,6.9,27.2,5.27,6,71.34,13.08,0.37,2.0,23.9,4,2,10646.5,35,7,13641,11.88,7,18,0.446,2,31.3,0.436,39.7,34,510133.09,7,Rechazada,R. Salazar,Suspender actividades,2024-02-13,Verificar vigencia de convenios con la comunidad,USD
EVR-000057,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Inicial,2024,Q1,2024-02,2024-02-07,S. Ccahuana,Analisis documental,4.08,7.31,2.68,41.1,23.3,33.75,4.1,4,71.34,13.08,0.05,25.5,24.9,3,2,9197.8,1132.1,7,13641,11.88,7,21,0.62,3,35.5,0.436,39.7,17,236778.08,7,Pendiente,N. Bustamante,,,,USD
EVR-000058,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Avanzada,2024,Q1,2024-03,2024-03-20,M. Rojas,Inspeccion de campo,4.84,7.31,3.01,41.1,2.4,42.74,5.83,3,71.34,13.08,0.129,11.8,12.0,8,2,1225.1,474.3,7,13641,11.88,8,24,0.355,3,40.6,0.436,39.7,23,340828.54,9,Revisada,C. Ticona,Continuar con monitoreo,2024-03-26,Sin observaciones relevantes en el periodo evaluado,USD
EVR-000059,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Inicial,2024,Q2,2024-04,2024-04-13,N. Bustamante,Inspeccion de campo,6.94,7.31,2.4,41.1,37.1,48.0,6.67,5,71.34,13.08,0.309,2.0,28.6,5,2,800,629.8,7,13641,11.88,5,28,0.387,2,20.0,0.436,39.7,34,485320.02,9,Pendiente,P. Huaman,,,,USD
EVR-000060,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Prospeccion,2024,Q2,2024-05,2024-05-24,L. Chavez,Analisis documental,6.46,7.31,1.8,41.1,36.3,36.61,3.74,4,71.34,13.08,0.252,13.6,68.6,3,2,7022.1,305.3,7,13641,11.88,8,22,0.11,1,27.8,0.436,39.7,34,525279.0,9,Pendiente,R. Salazar,,,,USD
EVR-000061,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Evaluacion Economica,2024,Q2,2024-06,2024-06-20,L. Chavez,Panel de expertos,7.0,7.31,2.01,41.1,37.7,14.12,4.88,5,71.34,13.08,0.095,28.5,52.9,3,2,800,624.3,7,13641,11.88,9,23,0.066,1,32.6,0.436,39.7,19,605252.23,12,Rechazada,J. Mendoza,Suspender actividades,2024-07-02,Sin observaciones relevantes en el periodo evaluado,USD
EVR-000062,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Evaluacion Economica,2024,Q3,2024-07,2024-07-08,N. Bustamante,Matriz multicriterio,5.23,7.31,2.46,41.1,27.6,45.23,4.43,4,71.34,13.08,0.282,16.1,93.3,2,2,18766.9,619.2,7,13641,11.88,7,32,0.323,0,11.8,0.436,39.7,19,308734.55,6,Aprobada,M. Rojas,Continuar exploracion,2024-07-31,Sin observaciones relevantes en el periodo evaluado,USD
EVR-000063,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Avanzada,2024,Q3,2024-08,2024-08-20,P. Huaman,Analisis documental,7.68,7.31,2.93,41.1,41.6,39.21,4.58,4,71.34,13.08,0.326,28.5,39.1,6,2,9899.3,725.0,7,13641,11.88,7,26,0.166,4,28.3,0.436,39.7,14,514930.59,8,Observada,D. Vargas,Continuar con condiciones,2024-08-24,Riesgo aceptable con monitoreo trimestral,USD
EVR-000064,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Inicial,2024,Q3,2024-09,2024-09-02,A. Quispe,Panel de expertos,8.02,7.31,2.53,41.1,39.1,30.46,4.74,4,71.34,13.08,0.349,4.6,31.5,3,2,6870.3,240.7,7,13641,11.88,6,23,0.555,0,37.1,0.436,39.7,21,682137.4,9,Rechazada,A. Quispe,Suspender actividades,2024-09-22,Verificar vigencia de convenios con la comunidad,USD
EVR-000065,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Prospeccion,2024,Q4,2024-10,2024-10-18,M. Rojas,Matriz multicriterio,7.53,7.31,2.01,41.1,19.9,28.54,4.55,5,71.34,13.08,0.057,2.0,73.6,0,2,3869.5,67.2,7,13641,11.88,9,36,0.253,1,27.0,0.436,39.7,22,573212.11,7,Pendiente,A. Quispe,,,,USD
EVR-000066,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Avanzada,2024,Q4,2024-12,2024-12-20,A. Quispe,Panel de expertos,5.89,7.31,2.1,41.1,18.3,45.64,4.7,6,71.34,13.08,0.153,32.4,52.8,8,2,9713.6,35,7,13641,11.88,5,31,0.262,2,10.8,0.436,39.7,27,482924.33,3,Aprobada,S. Ccahuana,Continuar exploracion,2025-01-03,Actualizar linea base de calidad de aire,USD
EVR-000067,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Inicial,2025,Q1,2025-01,2025-01-01,R. Salazar,Matriz multicriterio,7.34,7.31,1.0,41.1,36.5,41.19,4.74,2,71.34,13.08,0.072,10.4,12.9,2,2,800,747.7,7,13641,11.88,8,42,0.282,1,38.8,0.436,39.7,31,543506.31,6,En revision,N. Bustamante,,,,USD
EVR-000068,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Inicial,2025,Q1,2025-02,2025-02-23,L. Chavez,Panel de expertos,4.94,7.31,2.87,41.1,21.1,45.1,4.91,3,71.34,13.08,0.318,2.0,39.4,6,2,3658.4,1058.1,7,13641,11.88,6,19,0.426,3,13.7,0.436,39.7,34,206054.18,6,Observada,J. Mendoza,Continuar con condiciones,2025-03-12,Observado por cercania a area natural protegida,USD
EVR-000069,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Avanzada,2025,Q1,2025-03,2025-03-12,A. Quispe,Matriz multicriterio,6.93,7.31,1.47,41.1,30.5,23.1,4.4,4,71.34,13.08,0.287,6.8,26.7,3,2,18770.3,1412.8,7,13641,11.88,8,28,0.126,2,21.3,0.436,39.7,23,322998.13,12,Observada,R. Salazar,Continuar con condiciones,2025-03-26,Escalar a comite por conflictividad social creciente,USD
EVR-000070,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Prospeccion,2025,Q2,2025-04,2025-04-19,C. Ticona,Panel de expertos,5.28,7.31,1.0,41.1,26.4,27.93,5.92,5,71.34,13.08,0.23,46.5,50.8,0,2,14037.9,460.7,7,13641,11.88,5,31,0.277,0,19.3,0.436,39.7,32,720877.73,5,Revisada,D. Vargas,Continuar con monitoreo,2025-04-29,Se recomienda taller informativo con la comunidad de influencia directa,USD
EVR-000071,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Inicial,2025,Q2,2025-05,2025-05-10,M. Rojas,Modelo estadistico,6.61,7.31,3.7,41.1,8.7,32.92,4.37,3,71.34,13.08,0.516,9.9,50.9,3,2,11630.2,694.0,7,13641,11.88,9,25,0.134,4,5.1,0.436,39.7,26,795777.01,11,Revisada,L. Chavez,Continuar con monitoreo,2025-05-15,Verificar vigencia de convenios con la comunidad,USD
EVR-000072,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Prospeccion,2025,Q2,2025-06,2025-06-21,L. Chavez,Modelo estadistico,6.73,7.31,3.56,41.1,32.6,26.94,5.62,5,71.34,13.08,0.141,17.7,63.9,1,2,7518.3,1048.4,7,13641,11.88,7,31,0.184,0,5.0,0.436,39.7,33,641963.02,5,En revision,L. Chavez,,,,USD
EVR-000073,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Avanzada,2025,Q3,2025-07,2025-07-19,R. Salazar,Matriz multicriterio,5.03,7.31,1.5,41.1,34.8,23.14,5.33,4,71.34,13.08,0.262,5.0,53.1,3,2,800,688.0,7,13641,11.88,6,38,0.396,3,5.0,0.436,39.7,28,650604.08,2,Aprobada,P. Huaman,Continuar exploracion,2025-07-22,Se recomienda taller informativo con la comunidad de influencia directa,USD
EVR-000074,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Avanzada,2025,Q3,2025-08,2025-08-08,S. Ccahuana,Inspeccion de campo,3.49,7.31,2.07,41.1,31.0,24.47,4.75,4,71.34,13.08,0.247,4.0,49.8,5,2,2579.7,1190.1,7,13641,11.88,5,32,0.354,0,34.0,0.436,39.7,34,649950.9,9,Aprobada,D. Vargas,Continuar exploracion,2025-08-25,Requiere actualizar el estudio hidrogeologico antes de continuar,USD
EVR-000075,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Evaluacion Economica,2025,Q3,2025-09,2025-09-16,P. Huaman,Panel de expertos,5.51,7.31,2.47,41.1,27.3,36.88,3.1,6,71.34,13.08,0.338,15.0,51.8,0,2,1840.5,799.0,7,13641,11.88,5,33,0.05,2,18.3,0.436,39.7,34,415963.97,3,Pendiente,A. Quispe,,,,USD
EVR-000076,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Evaluacion Economica,2025,Q4,2025-10,2025-10-26,A. Quispe,Matriz multicriterio,5.84,7.31,2.37,41.1,15.0,48.0,4.91,6,71.34,13.08,0.285,11.2,69.4,5,2,6338.1,475.7,7,13641,11.88,7,30,0.393,0,10.8,0.436,39.7,25,399635.99,5,Aprobada,M. Rojas,Continuar exploracion,2025-11-13,Sin observaciones relevantes en el periodo evaluado,USD
EVR-000077,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Evaluacion Economica,2025,Q4,2025-11,2025-11-05,M. Rojas,Analisis documental,7.11,7.31,1.75,41.1,35.8,30.55,3.37,6,71.34,13.08,0.156,19.0,56.2,0,2,27397.0,836.4,7,13641,11.88,7,32,0.317,4,8.8,0.436,39.7,26,499616.59,10,Pendiente,A. Quispe,,,,USD
EVR-000078,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Exploracion Avanzada,2025,Q4,2025-12,2025-12-02,C. Ticona,Inspeccion de campo,8.25,7.31,2.77,41.1,19.5,43.39,4.54,4,71.34,13.08,0.05,2.0,29.8,3,2,17816.4,416.4,7,13641,11.88,8,24,0.386,2,18.6,0.436,39.7,20,103840.0,8,Aprobada,R. Salazar,Continuar exploracion,2025-12-25,Sin observaciones relevantes en el periodo evaluado,USD
EVR-000079,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Prospeccion,2026,Q1,2026-02,2026-02-18,M. Rojas,Analisis documental,7.86,7.31,1.53,41.1,1.5,15.39,3.94,6,71.34,13.08,0.363,2.0,12.0,1,2,800,969.3,7,13641,11.88,7,23,0.05,2,11.9,0.436,39.7,19,560579.4,11,Aprobada,P. Huaman,Continuar exploracion,2026-03-13,Requiere actualizar el estudio hidrogeologico antes de continuar,USD
EVR-000080,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Prospeccion,2026,Q1,2026-03,2026-03-21,M. Rojas,Modelo estadistico,7.2,7.31,1.49,41.1,1.5,33.56,5.02,5,71.34,13.08,0.253,11.2,80.1,4,2,18472.0,807.6,7,13641,11.88,8,23,0.179,0,28.4,0.436,39.7,25,615864.28,10,Observada,P. Huaman,Continuar con condiciones,2026-03-31,Sin observaciones relevantes en el periodo evaluado,USD
EVR-000081,Z0001,Zona Yanacocha Baja II,Ancash,Huari,Recuay Centro,-9.8162,-78.04321,3506,2448.1,Sedimentario Exhalativo,Cobre,CON-238818,Vigente,Inka Copper Corp,1.88,4.59,75.9,158.5,Evaluacion Economica,2026,Q2,2026-04,2026-04-23,L. Chavez,Panel de expertos,8.17,7.31,2.26,41.1,27.6,48.0,3.58,6,71.34,13.08,0.404,20.4,12.0,4,2,7473.0,976.6,7,13641,11.88,9,30,0.112,0,29.2,0.436,39.7,23,256888.54,4,Pendiente,R. Salazar,,,,USD
